0.662851;0.165721;0.029508;0.196066;0.0206
0.031205;0.636547;0.130743;0.31314;0.033681
0.45831;0.297436;0.098827;0.103674;0.143759
0.170758;0.294488;0.145607;0.274651;0.220097
0.023344;0.798215;0.009256;0.133286;0.133113
0.404272;0.445456;0.064164;0.063359;0.103809
0.398584;0.385711;0.044479;0.16045;0.081759
0.49919;0.182464;0.092421;0.198845;0.086752
0.015883;0.376068;0.091213;0.280832;0.349176
0.012107;0.420051;0.111589;0.508972;0.120903
0.014042;0.159656;0.234315;0.555417;0.20581
0.469985;0.229915;0.074224;0.160453;0.137976
0.014199;0.050345;0.186044;0.415679;0.454627
0.669223;0.093444;0.017679;0.118977;0.160973
0.074701;0.293796;0.454849;0.091374;0.193909
0.058218;0.306167;0.494041;0.176933;0.105831
0.083217;0.3223;0.143497;0.346723;0.229548
0.017398;0.680764;0.038729;0.147945;0.188232
0.516314;0.056335;0.242914;0.127057;0.130342
0.033612;0.469771;0.17498;0.190134;0.281241
0.761223;0.152765;0.007219;0.107848;0.032977
0.081634;0.796401;0.049493;0.082077;0.043621
0.142807;0.29723;0.115265;0.478496;0.042549
0.123924;0.224565;0.123566;0.188246;0.450565
0.24702;0.155347;0.139334;0.242233;0.334618
0.026019;0.13639;0.235324;0.124444;0.535042
0.481187;0.207607;0.034804;0.164403;0.152681
0.200799;0.251359;0.219007;0.204216;0.220112
0.006517;0.907325;0.056047;0.083451;0.007423
0.075418;0.443024;0.250785;0.258403;0.095693
0.769782;0.084304;0.017328;0.09922;0.069198
0.248025;0.475038;0.043573;0.077634;0.233785
0.004177;0.298449;0.064471;0.080974;0.675201
0.004848;0.013841;0.022462;0.004241;0.968548
0.004214;0.485518;0.019506;0.02823;0.554988
0.043461;0.098457;0.079545;0.17353;0.684502
0.133123;0.453611;0.069949;0.551836;0.15029
0.005905;0.185199;0.107217;0.440724;0.397195
0.028901;0.427466;0.153406;0.41756;0.066115
0.014807;0.091686;0.03998;0.034648;0.863659
0.004204;0.300568;0.033822;0.490642;0.31409
0.012915;0.134093;0.031568;0.031804;0.824591
0.004848;0.013841;0.022462;0.004241;0.968548
0.002977;0.360971;0.008973;0.013594;0.655818
0.096796;0.176494;0.056224;0.058923;0.688287
0.005153;0.218764;0.138259;0.03965;0.702323
0.064498;0.423158;0.22843;0.280791;0.114367
0.00659;0.061302;0.011372;0.442729;0.56895
0.0;0.0;0.0;0.9;1.0
0.026225;0.156955;0.058549;0.062227;0.750838
0.027868;0.451409;0.032939;0.312445;0.291132
0.054773;0.063831;0.245904;0.074311;0.632671
0.114683;0.45355;0.099584;0.138057;0.280834
0.008928;0.558815;0.095586;0.261754;0.236624
0.001538;0.097499;0.089638;0.208256;0.696623
0.139624;0.677813;0.057319;0.103599;0.054452
0.018967;0.327061;0.067267;0.077362;0.61102
0.1223;0.491706;0.112541;0.49247;0.197108
0.021609;0.535638;0.054607;0.261487;0.246869
0.005932;0.048811;0.052594;0.097641;0.867245
0.01242;0.220085;0.074194;0.241035;0.570155
0.098622;0.205206;0.011203;0.090358;0.662038
